BlockAddress_AB,Lat_AB,Long_AB,,Lat_C,Long_C
"300 block tracy st, Syracuse, NY",43.050253,-76.162005,,43.074173,-76.15277
"200 block wilkinson st, Syracuse, NY",43.050812,-76.161994,,43.073358,-76.153456
"500 block lemoyne av, Syracuse, NY",43.071541,-76.161954,,43.072275,-76.154259
"800 block onondaga av, Syracuse, NY",43.025978,-76.161932,,43.071615,-76.152623
"100 block washington sq, Syracuse, NY",43.070018,-76.161839,,43.069722,-76.150815
"100 block merriman av, Syracuse, NY",43.040715,-76.161823,,43.070421,-76.153514
"0 block stone ct, Syracuse, NY",43.045912,-76.161821,,43.071079,-76.155152
"900 block tallman st, Syracuse, NY",43.035983,-76.161784,,43.069893,-76.15603
"100 block clyde av, Syracuse, NY",43.02302,-76.161779,,43.069243,-76.15439
"100 block elmwood av, Syracuse, NY",43.018942,-76.161715,,43.068727,-76.153113
"2000 block south av, Syracuse, NY",43.018475,-76.161634,,43.069125,-76.151265
"100 block kellogg st, Syracuse, NY",43.040909,-76.161578,,43.068381,-76.152242
"2500 block lodi st, Syracuse, NY",43.066845,-76.161467,,43.068159,-76.150852
"100 block cheney st, Syracuse, NY",43.030212,-76.161465,,43.067587,-76.151284
"100 block glenwood av, Syracuse, NY",43.018874,-76.161366,,43.067116,-76.152768
"300 block tully st, Syracuse, NY",43.045517,-76.161363,,43.068087,-76.155256
"600 block wolf st, Syracuse, NY",43.074602,-76.161324,,43.068739,-76.156891
"200 block slocum av, Syracuse, NY",43.040797,-76.161303,,43.067595,-76.157751
"100 block valley dr, Syracuse, NY",43.018495,-76.161298,,43.066938,-76.156111
"500 block erie blvd w, Syracuse, NY",43.050212,-76.161291,,43.066252,-76.153385
"1700 block park st, Syracuse, NY",43.069748,-76.161264,,43.065668,-76.153845
"400 block bear st, Syracuse, NY",43.069756,-76.161246,,43.071913,-76.143332
"300 block rich st, Syracuse, NY",43.03336,-76.161244,,43.072284,-76.144257
"400 block tully st, Syracuse, NY",43.04502,-76.161208,,43.072643,-76.145481
"300 block sterling av, Syracuse, NY",43.031751,-76.16118,,43.071841,-76.146104
"400 block rich st, Syracuse, NY",43.031722,-76.161168,,43.070571,-76.145535
"0 block costello ct, Syracuse, NY",43.044046,-76.161157,,43.070923,-76.143828
"1500 block spring st, Syracuse, NY",43.072684,-76.161107,,43.069869,-76.144873
"200 block valley dr, Syracuse, NY",43.018038,-76.161025,,43.06928,-76.143905
"700 block second north st, Syracuse, NY",43.075719,-76.160894,,43.070202,-76.147348
"100 block parkside av, Syracuse, NY",43.025403,-76.160861,,43.071,-76.146741
"400 block fabius st, Syracuse, NY",43.04412,-76.160803,,43.072233,-76.142434
"300 block valley dr, Syracuse, NY",43.016198,-76.160757,,43.067841,-76.143916
"400 block gifford st, Syracuse, NY",43.04351,-76.160752,,43.068477,-76.145342
"400 block solar st, Syracuse, NY",43.060814,-76.160749,,43.069035,-76.146681
"0 block corcoran ct, Syracuse, NY",43.046103,-76.160689,,43.069468,-76.147887
"600 block lemoyne av, Syracuse, NY",43.07277,-76.160677,,43.068412,-76.14785
"1900 block south av, Syracuse, NY",43.019243,-76.160668,,43.068788,-76.148744
"200 block wyoming st, Syracuse, NY",43.047107,-76.160581,,43.068001,-76.149315
"200 block may av, Syracuse, NY",43.0218,-76.160575,,43.067627,-76.148403
"300 block spencer st, Syracuse, NY",43.059752,-76.160573,,43.066942,-76.146738
"100 block plum st, Syracuse, NY",43.050605,-76.16051,,43.067889,-76.146665
"800 block tallman st, Syracuse, NY",43.036172,-76.160487,,43.068345,-76.146449
"1100 block carbon st, Syracuse, NY",43.071156,-76.160456,,43.067432,-76.145371
"100 block holland st, Syracuse, NY",43.040158,-76.160442,,43.067023,-76.144027
"300 block sunset av, Syracuse, NY",43.065432,-76.160435,,43.066107,-76.144401
"300 block seymour st, Syracuse, NY",43.042428,-76.16042,,43.071834,-76.134984
"900 block onondaga av, Syracuse, NY",43.025195,-76.160378,,43.071777,-76.136091
"400 block bellevue av, Syracuse, NY",43.033687,-76.160308,,43.071719,-76.137251
"200 block shonnard st, Syracuse, NY",43.041534,-76.160297,,43.071662,-76.138437
"700 block wolf st, Syracuse, NY",43.076059,-76.160282,,43.072013,-76.140484
"100 block hudson av, Syracuse, NY",43.035984,-76.160159,,43.071484,-76.142407
"100 block hudson st, Syracuse, NY",43.035984,-76.160159,,43.071603,-76.140425
"200 block hudson st, Syracuse, NY",43.033417,-76.160057,,43.070983,-76.140449
"0 block will ct, Syracuse, NY",43.04433,-76.160007,,43.070248,-76.142597
"1800 block south av, Syracuse, NY",43.020116,-76.160006,,43.07015,-76.140956
"2400 block lodi st, Syracuse, NY",43.066506,-76.159956,,43.06993,-76.139445
"100 block temple pl, Syracuse, NY",43.024569,-76.159908,,43.070145,-76.138332
"900 block hiawatha blvd, Syracuse, NY",43.079662,-76.159898,,43.070202,-76.137147
"700 block lemoyne av, Syracuse, NY",43.073945,-76.159732,,43.070254,-76.135991
"400 block turtle st, Syracuse, NY",43.069154,-76.159723,,43.070312,-76.134885
"1600 block park st, Syracuse, NY",43.069486,-76.159712,,43.068977,-76.134798
"1600 block south av, Syracuse, NY",43.021955,-76.159636,,43.068921,-76.135902
"1500 block south av, Syracuse, NY",43.023064,-76.159572,,43.068877,-76.137056
"0 block hopper rd, Syracuse, NY",42.999029,-76.159559,,43.068869,-76.138202
"400 block wyoming st, Syracuse, NY",43.045378,-76.159553,,43.067741,-76.137261
"600 block bear st, Syracuse, NY",43.072061,-76.159531,,43.067685,-76.13582
"300 block fabius st, Syracuse, NY",43.044626,-76.159508,,43.067737,-76.134713
"100 block parkway dr, Syracuse, NY",43.024747,-76.159452,,43.068335,-76.139819
"600 block barnes av, Syracuse, NY",43.007561,-76.15944,,43.066386,-76.13958
"800 block wolf st, Syracuse, NY",43.077047,-76.159422,,43.066493,-76.137882
"600 block second north st, Syracuse, NY",43.075088,-76.159328,,43.069049,-76.142655
"100 block eastman av, Syracuse, NY",43.021836,-76.159307,,43.066966,-76.137442
"400 block valley dr, Syracuse, NY",43.014217,-76.159289,,43.065608,-76.13687
"500 block south av, Syracuse, NY",43.034384,-76.159174,,43.066259,-76.135726
"100 block south av, Syracuse, NY",43.03926,-76.159174,,43.06631,-76.134623
"100 block tracy st, Syracuse, NY",43.050948,-76.159172,,43.065035,-76.134537
"500 block wyoming st, Syracuse, NY",43.044505,-76.159171,,43.064981,-76.135642
"100 block park av, Syracuse, NY",43.052173,-76.159168,,43.064112,-76.13908
"500 block plum st, Syracuse, NY",43.055624,-76.15915,,43.065334,-76.140153
"100 block griffin st, Syracuse, NY",43.014319,-76.159074,,43.065292,-76.141129
"100 block otisco st, Syracuse, NY",43.046631,-76.159061,,43.065198,-76.142482
"700 block south av, Syracuse, NY",43.031729,-76.159058,,43.067469,-76.143076
"100 block white st, Syracuse, NY",43.0371,-76.159009,,43.067456,-76.14231
"200 block solar st, Syracuse, NY",43.058572,-76.158953,,43.070912,-76.121423
"300 block south av, Syracuse, NY",43.036181,-76.158943,,43.070034,-76.121708
"400 block south av, Syracuse, NY",43.035309,-76.158918,,43.068531,-76.118742
"1000 block carbon st, Syracuse, NY",43.070562,-76.158905,,43.069211,-76.117732
"1200 block south av, Syracuse, NY",43.025797,-76.158886,,43.068432,-76.120623
"300 block bellevue av, Syracuse, NY",43.033491,-76.158858,,43.067575,-76.121063
"600 block south av, Syracuse, NY",43.033475,-76.158846,,43.066485,-76.12186
"100 block hopper rd, Syracuse, NY",43.002974,-76.158807,,43.066336,-76.123279
"0 block centennial dr, Syracuse, NY",43.026484,-76.1587,,43.06698,-76.125452
"100 block maurice av, Syracuse, NY",43.012952,-76.158699,,43.064664,-76.127937
"800 block south av, Syracuse, NY",43.030449,-76.158612,,43.067837,-76.127826
"300 block gifford st, Syracuse, NY",43.043771,-76.158582,,43.067808,-76.129054
"2300 block lodi st, Syracuse, NY",43.06599,-76.158508,,43.068638,-76.131299
"500 block turtle st, Syracuse, NY",43.070321,-76.158476,,43.068993,-76.133028
"300 block court st, Syracuse, NY",43.067485,-76.158423,,43.068227,-76.13363
"900 block south av, Syracuse, NY",43.0283,-76.158413,,43.068145,-76.13298
"100 block ford av, Syracuse, NY",43.013108,-76.158364,,43.066895,-76.132994
"1100 block south av, Syracuse, NY",43.027354,-76.158325,,43.066877,-76.132014
"300 block marguerite av, Syracuse, NY",43.020195,-76.158289,,43.066372,-76.130626
"1500 block park st, Syracuse, NY",43.068967,-76.15826,,43.065426,-76.12931
"500 block valley dr, Syracuse, NY",43.012783,-76.158237,,43.064023,-76.13012
"700 block bear st, Syracuse, NY",43.07334,-76.158151,,43.06544,-76.132796
"100 block bishop av, Syracuse, NY",43.023107,-76.158086,,43.065022,-76.125471
"100 block shonnard st, Syracuse, NY",43.042101,-76.158062,,43.065207,-76.131066
"1300 block spring st, Syracuse, NY",43.071728,-76.158047,,43.062715,-76.12915
"900 block lemoyne av, Syracuse, NY",43.076366,-76.158018,,43.062011,-76.130509
"100 block mains av, Syracuse, NY",43.007868,-76.157947,,43.063222,-76.131858
"300 block basin st, Syracuse, NY",43.062999,-76.157926,,43.063482,-76.132135
"400 block danforth st, Syracuse, NY",43.066054,-76.157844,,43.072503,-76.12515
"100 block sunset av, Syracuse, NY",43.064221,-76.157796,,43.072227,-76.126958
"100 block daisy st, Syracuse, NY",43.035553,-76.15777,,43.072164,-76.128145
"0 block dupli park dr, Syracuse, NY",43.056944,-76.157768,,43.072105,-76.129387
"1000 block wolf st, Syracuse, NY",43.079489,-76.15773,,43.072048,-76.130599
"300 block merritt av, Syracuse, NY",42.999123,-76.157666,,43.071382,-76.133133
"600 block turtle st, Syracuse, NY",43.07153,-76.157587,,43.069936,-76.12798
"100 block solar st, Syracuse, NY",43.056628,-76.157563,,43.069329,-76.126668
"300 block mains av, Syracuse, NY",43.006218,-76.157559,,43.07173,-76.124741
"100 block medora pl, Syracuse, NY",43.014927,-76.157534,,43.070283,-76.125773
"100 block keen pl, Syracuse, NY",43.0158,-76.157499,,43.070345,-76.124149
"100 block dearborn pl, Syracuse, NY",43.030816,-76.157468,,43.068572,-76.124115
"200 block kirkpatrick st, Syracuse, NY",43.063791,-76.157437,,43.068789,-76.125657
"200 block lincoln av, Syracuse, NY",43.03614,-76.157421,,43.069871,-76.12922
"100 block lincoln av, Syracuse, NY",43.039332,-76.157361,,43.070246,-76.131198
"500 block court st, Syracuse, NY",43.069659,-76.15729,,43.070866,-76.132131
"1300 block first north st, Syracuse, NY",43.072955,-76.157145,,43.073953,-76.102712
"200 block bellevue av, Syracuse, NY",43.033765,-76.157085,,43.069981,-76.102841
"200 block rockland av, Syracuse, NY",43.024188,-76.157044,,43.072329,-76.103672
"2200 block lodi st, Syracuse, NY",43.065147,-76.156993,,43.072265,-76.10492
"200 block union pl, Syracuse, NY",43.063665,-76.156975,,43.06989,-76.104781
"200 block basin st, Syracuse, NY",43.062198,-76.156877,,43.070081,-76.100779
"0 block bradford ct, Syracuse, NY",43.005527,-76.156795,,43.069929,-76.099379
"100 block granger st, Syracuse, NY",43.044912,-76.15679,,43.06978,-76.097926
"1100 block wolf st, Syracuse, NY",43.080527,-76.156785,,43.069817,-76.096861
"100 block valley view dr, Syracuse, NY",43.009897,-76.15677,,43.07221,-76.106093
"200 block chaffee av, Syracuse, NY",42.997777,-76.156753,,43.072162,-76.107144
"700 block valley dr, Syracuse, NY",43.0099,-76.156729,,43.072117,-76.108148
"100 block ballard av, Syracuse, NY",43.030911,-76.156596,,43.07209,-76.109208
"100 block stedman st, Syracuse, NY",43.078721,-76.156595,,43.072031,-76.110276
"400 block kirk av, Syracuse, NY",43.027256,-76.156591,,43.071997,-76.111126
"100 block murray av, Syracuse, NY",43.07619,-76.156564,,43.069512,-76.109339
"1400 block park st, Syracuse, NY",43.067853,-76.15653,,43.069731,-76.108017
"2500 block valley dr, Syracuse, NY",42.990685,-76.156461,,43.069765,-76.107006
"1200 block spring st, Syracuse, NY",43.070807,-76.156453,,43.069819,-76.105948
"100 block vale st, Syracuse, NY",43.016532,-76.156446,,43.070052,-76.110118
"100 block huron st, Syracuse, NY",43.033576,-76.156416,,43.069445,-76.111266
"300 block midland av, Syracuse, NY",43.038132,-76.156416,,43.070832,-76.11171
"100 block st louis av, Syracuse, NY",43.009093,-76.156353,,43.070803,-76.112407
"100 block isabella st, Syracuse, NY",43.062431,-76.156348,,43.069209,-76.112759
"800 block valley dr, Syracuse, NY",43.009096,-76.156317,,43.074984,-76.10626
"100 block arnts pl, Syracuse, NY",43.075452,-76.156253,,43.074942,-76.107304
"500 block cortland av, Syracuse, NY",43.030112,-76.156126,,43.074856,-76.10831
"100 block titus al, Syracuse, NY",43.063347,-76.156058,,43.074792,-76.109394
"600 block court st, Syracuse, NY",43.070868,-76.15601,,43.074737,-76.110491
"100 block elmhurst av, Syracuse, NY",43.021136,-76.155907,,43.074655,-76.111363
"500 block talman st, Syracuse, NY",43.036345,-76.155891,,43.074721,-76.113237
"400 block midland av, Syracuse, NY",43.036317,-76.155888,,43.075606,-76.11508
"200 block hunt av, Syracuse, NY",43.02296,-76.155884,,43.074558,-76.115103
"200 block marguerite av, Syracuse, NY",43.020254,-76.155864,,43.073343,-76.114299
"100 block camp av, Syracuse, NY",43.008102,-76.155818,,43.073374,-76.113436
"200 block walton st, Syracuse, NY",43.048117,-76.155763,,43.072616,-76.111869
"100 block rockland av, Syracuse, NY",43.024184,-76.155707,,43.072582,-76.112574
"800 block turtle st, Syracuse, NY",43.073911,-76.155688,,43.071408,-76.113237
"600 block atlantic av, Syracuse, NY",43.011132,-76.155681,,43.07188,-76.115751
"100 block grove st, Syracuse, NY",43.010571,-76.155679,,43.071405,-76.117453
"100 block bellevue av, Syracuse, NY",43.033879,-76.155675,,43.073231,-76.120603
"1200 block wolf st, Syracuse, NY",43.081758,-76.155664,,43.072818,-76.12374
"1000 block valley dr, Syracuse, NY",43.007165,-76.155657,,43.072423,-76.122104
"800 block carbon st, Syracuse, NY",43.068992,-76.155656,,43.07218,-76.120574
"1000 block union pl, Syracuse, NY",43.064916,-76.155576,,43.071413,-76.119202
"1200 block first north st, Syracuse, NY",43.072018,-76.155549,,43.069771,-76.11649
"400 block kirkpatrick st, Syracuse, NY",43.06597,-76.155386,,43.069054,-76.114186
"400 block union pl, Syracuse, NY",43.065201,-76.155301,,43.065073,-76.14471
"100 block baldwin av, Syracuse, NY",43.016637,-76.155253,,43.06423,-76.145616
"0 block elmhurst av, Syracuse, NY",43.020941,-76.155238,,43.063564,-76.144049
"1100 block ballantyne rd, Syracuse, NY",43.009608,-76.155208,,43.062908,-76.146062
"200 block kimber av, Syracuse, NY",43.003577,-76.155194,,43.061878,-76.148313
"400 block temple st, Syracuse, NY",43.041094,-76.155177,,43.061828,-76.146285
"300 block kramer dr, Syracuse, NY",43.000852,-76.155112,,43.061204,-76.146744
"700 block danforth st, Syracuse, NY",43.06908,-76.155101,,43.060582,-76.147289
"100 block maxwell av, Syracuse, NY",43.006651,-76.155069,,43.062876,-76.14874
"300 block burdick av, Syracuse, NY",43.077116,-76.155034,,43.063292,-76.149628
"100 block fish av, Syracuse, NY",43.006664,-76.155034,,43.064483,-76.15096
"0 block kirk park dr, Syracuse, NY",43.021969,-76.155032,,43.063123,-76.15189
"100 block riverdale dr, Syracuse, NY",43.002299,-76.154904,,43.065823,-76.146533
"0 block onondaga creek walk, Syracuse, NY",43.013734,-76.154886,,43.066328,-76.147778
"500 block kirkpatrick st, Syracuse, NY",43.067229,-76.154861,,43.066828,-76.148991
"1100 block spring st, Syracuse, NY",43.070159,-76.154797,,43.067199,-76.149904
"100 block seymour st, Syracuse, NY",43.042685,-76.154589,,43.066102,-76.14993
"100 block raymond av, Syracuse, NY",43.016765,-76.15444,,43.065383,-76.149586
"200 block loomis av, Syracuse, NY",43.009757,-76.154285,,43.065265,-76.148158
"100 block berger av, Syracuse, NY",43.016742,-76.154196,,43.064892,-76.147241
"700 block midland av, Syracuse, NY",43.031478,-76.154137,,43.063851,-76.134449
"100 block gifford st, Syracuse, NY",43.04364,-76.154059,,43.063804,-76.13556
"700 block carbon st, Syracuse, NY",43.068344,-76.154023,,43.063752,-76.136725
"100 block hatch st, Syracuse, NY",43.02338,-76.153996,,43.063702,-76.137939
"0 block spring st, Syracuse, NY",43.069826,-76.153957,,43.062669,-76.138742
"1400 block valley dr, Syracuse, NY",43.004528,-76.153945,,43.062311,-76.134732
"1100 block first north st, Syracuse, NY",43.07136,-76.153898,,43.060864,-76.137174
"200 block oneida st, Syracuse, NY",43.042405,-76.153891,,43.061653,-76.137776
"100 block glahn av, Syracuse, NY",43.02484,-76.153868,,43.061807,-76.139846
"400 block cortland av, Syracuse, NY",43.031422,-76.153855,,43.061015,-76.140681
"1500 block valley dr, Syracuse, NY",43.003359,-76.153675,,43.060527,-76.140138
"100 block dickerson st, Syracuse, NY",43.044381,-76.153629,,43.059718,-76.139429
"600 block kirkpatrick st, Syracuse, NY",43.068339,-76.153586,,43.058247,-76.141478
"100 block walton st, Syracuse, NY",43.04796,-76.153577,,43.059904,-76.141494
"1200 block lemoyne av, Syracuse, NY",43.080053,-76.153574,,43.060012,-76.142697
"0 block clinton st, Syracuse, NY",43.050872,-76.153536,,43.05942,-76.14221
"300 block willumae dr, Syracuse, NY",43.077794,-76.15353,,43.058835,-76.143568
"100 block edmund av, Syracuse, NY",43.016852,-76.153513,,43.063584,-76.140027
"300 block oneida st, Syracuse, NY",43.041033,-76.153489,,43.063542,-76.141011
"2000 block lodi st, Syracuse, NY",43.063707,-76.153483,,43.063439,-76.142566
"200 block herald pl, Syracuse, NY",43.053331,-76.153469,,43.062405,-76.142806
"900 block danforth st, Syracuse, NY",43.071404,-76.15345,,43.06167,-76.141864
"100 block kimber av, Syracuse, NY",43.003535,-76.153448,,43.060855,-76.141875
"300 block furman st, Syracuse, NY",43.030509,-76.153422,,43.061555,-76.143562
"900 block midland av, Syracuse, NY",43.030503,-76.153392,,43.060407,-76.14567
"200 block empire av, Syracuse, NY",43.009902,-76.153379,,43.060305,-76.1449
"1000 block court st, Syracuse, NY",43.074987,-76.153319,,43.059878,-76.144053
"100 block cortland pl, Syracuse, NY",43.003306,-76.153285,,43.060746,-76.133646
"100 block wiman av, Syracuse, NY",43.016839,-76.153263,,43.058961,-76.137286
"2200 block valley dr, Syracuse, NY",42.993403,-76.153259,,43.057118,-76.139985
"1000 block spring st, Syracuse, NY",43.069828,-76.153213,,43.057093,-76.136618
"100 block pond st, Syracuse, NY",43.063362,-76.153103,,43.059257,-76.131846
"300 block martin luther king   w, Syracuse, NY",43.031968,-76.153092,,43.056004,-76.142182
"100 block carlisle st, Syracuse, NY",43.067978,-76.153079,,43.055052,-76.144163
"100 block milburn dr, Syracuse, NY",43.004254,-76.153074,,43.054007,-76.143238
"0 block hatch st, Syracuse, NY",43.021375,-76.153025,,43.055293,-76.141303
"1700 block valley dr, Syracuse, NY",42.999939,-76.153015,,43.055037,-76.139542
"200 block second north st, Syracuse, NY",43.072545,-76.153014,,43.054203,-76.141262
"100 block merritt av, Syracuse, NY",42.999066,-76.152979,,43.05336,-76.141769
"200 block lilac st, Syracuse, NY",43.064077,-76.152912,,43.053676,-76.144813
"100 block chaffee av  e, Syracuse, NY",42.997722,-76.152899,,43.052807,-76.144653
"100 block chaffee av, Syracuse, NY",42.997722,-76.152899,,43.052784,-76.142935
"100 block richardson av, Syracuse, NY",43.018532,-76.152889,,43.051954,-76.142999
"200 block gilbert st, Syracuse, NY",43.080665,-76.152882,,43.051921,-76.144669
"1900 block valley dr, Syracuse, NY",42.997709,-76.152864,,43.051934,-76.145552
"1000 block midland av, Syracuse, NY",43.029347,-76.15284,,43.05283,-76.14556
"600 block oneida st, Syracuse, NY",43.037741,-76.152823,,43.053391,-76.145784
"100 block ash st, Syracuse, NY",43.058808,-76.152808,,43.0634,-76.124048
"700 block kirkpatrick st, Syracuse, NY",43.069557,-76.152737,,43.061795,-76.123377
"1000 block danforth st, Syracuse, NY",43.072619,-76.152513,,43.061164,-76.125246
"100 block hope av, Syracuse, NY",43.023776,-76.152455,,43.061752,-76.126013
"100 block blaine st, Syracuse, NY",43.033258,-76.152385,,43.062446,-76.126653
"1000 block first north st, Syracuse, NY",43.071038,-76.15231,,43.061348,-76.128881
"100 block court ter, Syracuse, NY",43.073532,-76.152303,,43.060648,-76.128256
"200 block willumae dr, Syracuse, NY",43.077379,-76.1523,,43.06032,-76.127026
"200 block kenmore av, Syracuse, NY",43.015322,-76.152295,,43.059494,-76.126499
"800 block kirkpatrick st, Syracuse, NY",43.070699,-76.152243,,43.059775,-76.12518
"100 block onondaga st, Syracuse, NY",43.044342,-76.152243,,43.060451,-76.123573
"100 block harrison st, Syracuse, NY",43.044346,-76.152231,,43.059541,-76.123411
"900 block spring st, Syracuse, NY",43.069126,-76.152194,,43.058638,-76.123337
"100 block erie blvd e, Syracuse, NY",43.050903,-76.152161,,43.05856,-76.125079
"200 block ash st, Syracuse, NY",43.059295,-76.152145,,43.058895,-76.127495
"100 block kenmore av, Syracuse, NY",43.016972,-76.152099,,43.057506,-76.122839
"0 block kenmore av, Syracuse, NY",43.015251,-76.152057,,43.057439,-76.124329
"1200 block midland av, Syracuse, NY",43.027389,-76.152056,,43.056073,-76.127943
"300 block pond st, Syracuse, NY",43.064695,-76.15205,,43.057718,-76.127754
"1300 block midland av, Syracuse, NY",43.026288,-76.152034,,43.05858,-76.129909
"100 block steuben st, Syracuse, NY",43.065308,-76.152006,,43.056639,-76.129675
"100 block alexander av, Syracuse, NY",43.033902,-76.151997,,43.053801,-76.129471
"300 block cortland av, Syracuse, NY",43.033985,-76.151972,,43.053999,-76.128177
"200 block hope av, Syracuse, NY",43.021413,-76.151892,,43.054158,-76.127243
"400 block pond st, Syracuse, NY",43.065108,-76.151748,,43.054299,-76.126246
"1200 block park st, Syracuse, NY",43.066223,-76.151612,,43.05447,-76.125133
"200 block academy pl, Syracuse, NY",42.99633,-76.151576,,43.054654,-76.124
"700 block ballantyne rd, Syracuse, NY",43.010226,-76.151573,,43.05619,-76.124193
"0 block onondaga st, Syracuse, NY",43.044953,-76.151422,,43.056231,-76.122758
"100 block second north st, Syracuse, NY",43.071895,-76.151383,,43.054857,-76.12269
"200 block seventh north st, Syracuse, NY",43.078713,-76.151341,,43.053026,-76.124791
"1400 block midland av, Syracuse, NY",43.025463,-76.151334,,43.052508,-76.124784
"900 block kirkpatrick st, Syracuse, NY",43.071969,-76.151306,,43.051552,-76.129496
"900 block first north st, Syracuse, NY",43.070561,-76.151279,,43.051968,-76.129543
"200 block milburn av, Syracuse, NY",43.004036,-76.151273,,43.064997,-76.114481
"200 block milburn dr, Syracuse, NY",43.004036,-76.151273,,43.0651,-76.115345
"100 block culbert st, Syracuse, NY",43.070323,-76.151231,,43.066408,-76.116191
"200 block crafton av, Syracuse, NY",42.991981,-76.151208,,43.067163,-76.11552
"500 block prospect av, Syracuse, NY",43.058085,-76.15118,,43.066117,-76.115434
"300 block butternut st, Syracuse, NY",43.05809,-76.151168,,43.066094,-76.117291
"1800 block lodi st, Syracuse, NY",43.062416,-76.151123,,43.065827,-76.118306
"1400 block lemoyne av, Syracuse, NY",43.08137,-76.151114,,43.065388,-76.119896
"500 block pond st, Syracuse, NY",43.065956,-76.151109,,43.064769,-76.121776
"500 block park st, Syracuse, NY",43.065947,-76.151107,,43.064492,-76.118194
"100 block mary st, Syracuse, NY",43.062153,-76.151088,,43.064534,-76.117167
"300 block pacific av, Syracuse, NY",43.008522,-76.151065,,43.064565,-76.116187
"300 block ash st, Syracuse, NY",43.059829,-76.150913,,43.064088,-76.115257
"1500 block midland av, Syracuse, NY",43.02418,-76.150847,,43.063345,-76.115802
"200 block harrison st, Syracuse, NY",43.044323,-76.150817,,43.063065,-76.115172
"600 block carbon st, Syracuse, NY",43.067041,-76.15077,,43.063655,-76.118347
"200 block furman st, Syracuse, NY",43.031479,-76.150751,,43.063925,-76.121385
"200 block erie blvd e, Syracuse, NY",43.050886,-76.150744,,43.06316,-76.121325
"0 block lawrence st, Syracuse, NY",43.069284,-76.150693,,43.06239,-76.121283
"200 block martin luther king   w, Syracuse, NY",43.032569,-76.15066,,43.062552,-76.117957
"200 block james st, Syracuse, NY",43.051326,-76.150635,,43.060388,-76.116547
"0 block academy green, Syracuse, NY",42.99987,-76.1506,,43.061618,-76.121226
"100 block new st, Syracuse, NY",43.040329,-76.150565,,43.059133,-76.119109
"100 block michaels av, Syracuse, NY",43.076234,-76.150543,,43.059097,-76.120422
"100 block lilac st, Syracuse, NY",43.063075,-76.150433,,43.060491,-76.120521
"200 block brooklea pl, Syracuse, NY",42.994783,-76.150432,,43.060451,-76.121748
"300 block milburn dr, Syracuse, NY",43.003119,-76.150407,,43.059051,-76.121648
"100 block madison st, Syracuse, NY",43.045057,-76.150386,,43.057519,-76.117681
"800 block first north st, Syracuse, NY",43.069921,-76.150343,,43.056014,-76.120755
"100 block normanor dr, Syracuse, NY",42.997758,-76.150322,,43.05587,-76.118257
"100 block delong av, Syracuse, NY",43.069936,-76.150319,,43.056406,-76.115924
"600 block pond st, Syracuse, NY",43.067032,-76.150316,,43.055106,-76.11739
"1700 block lodi st, Syracuse, NY",43.061935,-76.150307,,43.054182,-76.120522
"100 block mark av, Syracuse, NY",43.025841,-76.150256,,43.055114,-76.120823
"100 block harrison pl, Syracuse, NY",43.044294,-76.150146,,43.054595,-76.117413
"300 block rill av, Syracuse, NY",43.012088,-76.150004,,43.054541,-76.116891
"1500 block lemoyne av, Syracuse, NY",43.081761,-76.149962,,43.053808,-76.120013
"200 block forest av, Syracuse, NY",43.021055,-76.149959,,43.067556,-76.106838
"1800 block midland av, Syracuse, NY",43.021836,-76.149958,,43.067525,-76.108074
"100 block burt st, Syracuse, NY",43.038113,-76.149878,,43.067448,-76.109328
"100 block cortland av, Syracuse, NY",43.037886,-76.149833,,43.067393,-76.110566
"400 block ash st, Syracuse, NY",43.060333,-76.149738,,43.067363,-76.111245
"0 block midland av, Syracuse, NY",43.021197,-76.149723,,43.067331,-76.111963
"700 block pond st, Syracuse, NY",43.067815,-76.149695,,43.067266,-76.113306
"100 block herbert st, Syracuse, NY",43.066619,-76.14969,,43.065193,-76.106645
"400 block butternut st, Syracuse, NY",43.058429,-76.149686,,43.065131,-76.107877
"200 block kirk av, Syracuse, NY",43.02925,-76.1496,,43.065078,-76.10911
"100 block lawrence st, Syracuse, NY",43.068767,-76.149428,,43.065018,-76.110348
"1600 block lodi st, Syracuse, NY",43.061444,-76.149424,,43.06499,-76.111029
"100 block john st, Syracuse, NY",43.061245,-76.149381,,43.064953,-76.111748
"100 block townsend pl, Syracuse, NY",43.058873,-76.149378,,43.064897,-76.11309
"100 block neutral ct, Syracuse, NY",43.064512,-76.149342,,43.062932,-76.106444
"400 block montgomery st, Syracuse, NY",43.047042,-76.149339,,43.062871,-76.107677
"300 block erie blvd e, Syracuse, NY",43.050889,-76.149325,,43.062819,-76.108906
"200 block montgomery st, Syracuse, NY",43.049536,-76.149325,,43.06275,-76.110143
"100 block montgomery st, Syracuse, NY",43.049692,-76.149324,,43.062711,-76.110828
"300 block montgomery st, Syracuse, NY",43.048643,-76.149319,,43.062684,-76.111549
"200 block landon av, Syracuse, NY",43.028676,-76.149277,,43.062626,-76.11289
"700 block 1st north st, Syracuse, NY",43.070089,-76.14918,,43.06013,-76.112667
"700 block first north st, Syracuse, NY",43.070089,-76.14918,,43.05938,-76.110585
"2400 block grant blvd, Syracuse, NY",43.073885,-76.149176,,43.06039,-76.108702
"500 block spring st, Syracuse, NY",43.067397,-76.149143,,43.060554,-76.10747
"100 block seventh north st, Syracuse, NY",43.076905,-76.149118,,43.060731,-76.106244
